"filename", "language", "XML", "Dart", "YAML", "Markdown", "JSON", "HTML", "Groovy", "Properties", "Java", "C++", "Shell Script", "Swift", "comment", "blank", "total"
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-th/values-th.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-tl/values-tl.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-tr/values-tr.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-uk/values-uk.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-ur/values-ur.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-uz/values-uz.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-v16/values-v16.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-v21/values-v21.xml", "XML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-vi/values-vi.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-zh-rCN/values-zh-rCN.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-zh-rHK/values-zh-rHK.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-zh-rTW/values-zh-rTW.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values-zu/values-zu.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merged.dir/values/values.xml", "XML", 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 18, 469
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugResources/merger.xml", "XML", 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 502
"/Users/fatiherguder/Desktop/gazihealty/build/app/intermediates/incremental/mergeDebugShaders/merger.xml", "XML", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
